S.No.,Year,Name,CTC,CTC_LPA,CSE,CSM,ECE,EEE,IT,MECH,CIVIL,Total
41,2023,Zenoti,Internship 25 K per month & Employment Rs 7.0 Lakhs p.a,7,0,0,1,0,0,0,0,1
42,2023,DeltaX,Internship 10 K per month & Employment Rs 7.00 Lakhs p.a,7,0,0,0,0,1,0,0,1
43,2023,Accenture - Adv ASE,Rs.6.50 Lakhs p.a.,6.5,2,0,0,0,0,0,0,2
44,2023,Amazon (Team Lead Operation),Rs.6.50 Lakhs p.a.,6.5,0,0,1,1,0,0,0,2
45,2023,Modak Analytics,Internship 15 K per month & Employment Rs 6.00 Lakhs p.a,6,3,1,4,0,5,0,0,13
46,2023,OmniCloud,Internship 20 K per month & Employment Rs 6.00 Lakhs p.a,6,4,1,2,0,2,0,0,9
47,2023,Adjoint Technologies (P) Limited,Internship 15 K per month & Employment Rs 6.00 Lakhs p.a,6,2,0,1,0,0,0,0,3
48,2023,GAIAN Solutions,Internship 40 K per month & Employment Rs 6.00 Lakhs p.a,6,0,0,0,0,2,0,0,2
49,2023,Paltech,Rs 6.00 Lakhs p.a,6,0,0,2,0,0,0,0,2
50,2023,Sagility Health,Internship 15 K per month & Employment Rs 5.50 Lakhs p.a,5.5,3,0,1,0,6,0,0,10
51,2023,Hexagon,Internship 25 K per month & Employment Rs 5.50 Lakhs p.a,5.5,11,0,0,0,0,0,0,11
52,2023,MosChip Technologies,Internship 30 K per month & Employment Rs 5.5 Lakhs,3.6,0,0,1,1,0,0,0,2
53,2023,Alliant group,Rs 5.50 Lakhs p.a,5.5,0,0,0,0,0,1,0,1
54,2023,Wolong India Technologies,Internship 12 K per month & Employment Rs 5.00 Lakhs p.a,5,0,0,0,5,0,2,0,7
55,2023,Keyloop,Internship 25 K per month & Employment Rs 5.00 Lakhs p.a,5,0,0,4,0,1,0,0,5
56,2023,CADFEM,Rs.5.00 Lakhs p.a.,5,0,0,0,0,0,1,1,2
57,2023,Inncircles,Internship 20 K per month & Employment Rs 5.00 Lakhs p.a,5,0,0,0,0,0,0,1,1
58,2023,Town Hall (Bookmyshow),Internship 20 K per month & Employment Rs 5.00 Lakhs p.a,5,0,0,1,0,0,0,0,1
59,2023,Medha Servo Drives Pvt Ltd,Rs.4.89 Lakhs p.a.,4.89,0,0,3,2,0,0,0,5
60,2023,TA Digital,Rs.4.75 Lakhs p.a.,4.75,2,2,0,0,3,0,0,7
61,2023,Accenture,Rs.4.50 Lakhs p.a.,4.5,15,8,9,0,11,1,0,44
62,2023,Zelis India,Internship 20 K per month & Employment Rs 4.50 Lakhs p.a,4.5,11,1,0,0,5,0,0,17
63,2023,TATA Consulting Engineers Limited (TCE),Rs.4.50 Lakhs p.a.,4.5,0,0,0,0,0,10,0,10
64,2023,National Institute of Urban Management,Internship 10 K per month & Employment Rs 4.50 Lakhs p.a,4.5,0,0,0,0,2,0,0,2
65,2023,Siemens EDA - Hardware Profile,Internship 40 K per month,4.8,0,0,3,0,0,0,0,3
66,2023,UST Global,Rs.4.25 Lakhs p.a.,4.25,9,1,0,0,4,0,0,14
67,2023,Aarvee Associates,Rs.4.20 Lakhs p.a.,4.2,0,0,0,0,0,0,3,3
68,2023,Qualizeal,Internship 10 K per month & Employment Rs 4.00 Lakhs p.a,4,2,0,7,0,7,0,0,16
69,2023,Winfo Solutions,Rs.4.00 Lakhs p.a.,4,3,0,0,0,5,0,0,8
70,2023,Unistring Tech Solutions.,Internship 15 K per month & Employment Rs 4.00 Lakhs p.a,4,0,0,0,0,0,3,0,3
71,2023,"BHEL-GE Gas Turbine Services Pvt. Ltd.,",Rs 4.00 Lakhs p.a,4,0,0,0,0,0,2,0,2
72,2023,TCS -Ninja,Rs.3.50 Lakhs p.a.,3.5,10,4,17,1,18,3,2,55
73,2023,Amazon (International Voice),Rs.3.50 Lakhs p.a.,3.5,2,0,10,6,1,2,0,21
74,2023,Satyam Venture Engineering Services (Satven),Rs 3.20 Lakhs p.a,3.2,0,0,0,0,0,3,0,3
75,2023,NCC Limited,Rs.3.20 Lakhs p.a.,3.2,0,0,0,0,0,0,1,1
76,2023,Om Sai Intex Pvt. Ltd,Rs.3.00 Lakhs p.a.,3,0,0,0,6,0,9,6,21
77,2023,Vaaluka Solutions Pvt. Ltd (Rs.3.00 Lakhs p.a.),Rs.3.00 Lakhs p.a.,3,0,0,7,0,0,0,0,7
78,2023,People Tech,Internship 10 K per month & Employment Rs 3.0 Lakhs p.a,3,2,0,2,0,1,0,0,5
79,2023,Scarlet Ibis,Rs.3.00 Lakhs p.a.,3,0,0,0,0,0,5,0,5
80,2023,KN Construction Consultants LLP,Rs.3.00 Lakhs p.a.,3,0,0,0,0,0,0,4,4
81,2023,Shobha Limited,Rs.3.00 Lakhs p.a.,3,0,0,0,0,0,0,1,1
